Index,Order number,Tracking number,Product name,Quantity,Price,Date of order,Date of dispatch,Date delivered,Order status,Address
434,832-2311242-5853074,A171016777746,fortem,7,17.99,2024-11-25,2024-11-26,2024-12-02,Shipped,"Shantanu D, #769, Laad Bazaar, City Urban, Cuttack , OD, 933284"
435,844-9894893-8768419,AMZN536931860547,keya seth aromatherapy device of drop,5,309.0,2024-11-25,2024-11-28,2024-11-27,Shipped,"Radhabaran M, #238, Bidyut Marg, City Rural, Bangalore, KL, 766957"
436,288-3725422-9775478,TBA396085038653,easton,3,164.95,2024-11-25,2024-11-28,2024-12-03,Shipped,"Sahana, #433, Laad Bazaar, City Sub-urban, Cuttack , KA, 997390"
437,974-1013803-3315584,A710015418788,ofband,1,5.39,2024-11-25,2024-11-25,2024-11-26,Delivered,"Sumanata B, #212, Bidyut Marg, City Sub-urban, Bangalore, OD, 964490"
438,319-8575731-9053588,AMZN828385467644,dlink,6,184.21,2024-11-25,2024-11-26,2024-11-29,Shipped,"George J, #236, Laad Bazaar, City Sub-urban, NamakKal, TN, 918372"
439,477-7730936-9758049,A193965967534,bentoben,2,10.79,2024-11-25,2024-11-26,2024-11-27,Pending,"Nikhil G, #257, Bidyut Marg, City Sub-urban, Hyderabad, TN, 941457"
440,718-4368709-8100876,TBA568727490915,fetiwilso,7,25.99,2024-11-25,2024-11-25,2024-11-28,Shipped,"Radhabaran M, #53, Bajirao Road, City Urban, Cuttack , TN, 359837"
441,211-2538568-3629249,TBA332560966001,zafly,1,579.99,2024-11-25,2024-11-26,2024-12-03,Shipped,"Nikhil G, #414, Laad Bazaar, City Urban, NamakKal, AP, 431907"
442,635-5111513-3528053,TBA583858052485,etude,2,337.0,2024-11-25,2024-11-26,2024-12-04,Out for Delivery,"Sahana, #575, Laad Bazaar, City Rural, Thiruvananthapuram, OD, 672048"
443,870-6566125-1236861,A781854822342,zagg,3,4.5,2024-11-25,2024-11-28,2024-12-01,Delivered,"Sridhar K S, #574, Bidyut Marg, City Sub-urban, Hyderabad, KL, 411241"
444,156-4049708-7046273,A735974475088,allsop,7,10.99,2024-11-25,2024-11-26,2024-11-29,Delivered,"Nikhil G, #269,  MG Road, City Rural, NamakKal, OD, 926007"
445,973-9504176-5529468,A215273083215,schlage,7,14.47,2024-11-25,2024-11-27,2024-11-30,Out for Delivery,"Sumanata B, #448,  MG Road, City Rural, NamakKal, OD, 895791"
446,946-2234221-8582930,TBA233034676099,arpilul,5,3.99,2024-11-25,2024-11-25,2024-12-03,Out for Delivery,"Sahana, #913,  MG Road, City Urban, Thiruvananthapuram, AP, 190637"
447,507-4683998-4985264,AMZN440128043123,maxsa innovations,4,17.99,2024-11-25,2024-11-27,2024-11-28,Delivered,"Sumanata B, #691, Bajirao Road, City Sub-urban, Thiruvananthapuram, TN, 964296"
448,998-7597517-8236374,TBA165012225912,aside bside,9,39.96,2024-11-25,2024-11-28,2024-12-02,Delivered,"Anshul A, #571, Bidyut Marg, City Urban, Bangalore, KL, 581604"
449,134-2450497-8403281,A544380655189,decorrack,10,9.99,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"Nikhil G, #844, S M Street, City Urban, Thiruvananthapuram, AP, 780221"
450,107-5403981-5502790,A390064345473,dorman,10,70.95,2024-11-25,2024-11-25,2024-12-04,Shipped,"Radhabaran M, #667, S M Street, City Sub-urban, Hyderabad, KA, 862931"
451,834-3557532-3500602,AMZN412235888399,prana,3,72.36,2024-11-25,2024-11-26,2024-11-29,Out for Delivery,"Nikhil G, #835, Bidyut Marg, City Sub-urban, Thiruvananthapuram, KL, 545259"
452,250-1561798-7321506,TBA383053078822,organic harvest,4,196.0,2024-11-25,2024-11-25,2024-11-29,Delivered,"Nikhil G, #498,  MG Road, City Urban, Thiruvananthapuram, OD, 265275"
453,633-2702770-4821120,AMZN522154347798,dragontail tenkara,7,16.0,2024-11-25,2024-11-25,2024-12-04,Cancelled,"Pallabi P, #847, Bajirao Road, City Urban, Cuttack , OD, 194631"
454,577-8419518-5521456,TBA463316516370,ruspepa,10,6.99,2024-11-25,2024-11-27,2024-12-04,Shipped,"Nikhil G, #636, Bajirao Road, City Urban, Hyderabad, OD, 739602"
455,534-8014035-5967570,AMZN318631304421,ilife,7,187.46,2024-11-25,2024-11-26,2024-12-01,Shipped,"Radhabaran M, #915, Laad Bazaar, City Rural, Thiruvananthapuram, OD, 347145"
456,640-6145368-1806624,TBA639871541262,buyer star,10,4.99,2024-11-25,2024-11-26,2024-12-01,Out for Delivery,"Nikhil G, #256, Bidyut Marg, City Rural, NamakKal, AP, 931266"
457,443-6466845-7646659,AMZN381840550263,avery,2,14.77,2024-11-25,2024-11-26,2024-11-29,Cancelled,"Anshul A, #697, Bajirao Road, City Sub-urban, Thiruvananthapuram, KL, 342049"
458,765-9436037-3530383,TBA602169960326,sperry,5,88.95,2024-11-25,2024-11-28,2024-12-04,Cancelled,"Anshul A, #990,  MG Road, City Rural, Bangalore, KL, 952718"
459,593-7182343-1920010,AMZN100059316088,jwest,9,9.59,2024-11-25,2024-11-27,2024-12-03,Cancelled,"Sridhar K S, #801, Laad Bazaar, City Rural, Bangalore, OD, 340579"
460,146-4222686-2014699,A806145052570,molshine,7,9.49,2024-11-25,2024-11-25,2024-11-27,Shipped,"Sahana, #189, S M Street, City Sub-urban, Bangalore, AP, 739147"
461,395-6811373-6225085,TBA270569837127,toniguy,5,118.0,2024-11-25,2024-11-26,2024-12-03,Out for Delivery,"Nikhil G, #144, Bidyut Marg, City Sub-urban, NamakKal, OD, 174544"
462,840-4588889-1990689,TBA484849105714,nsb herbals,10,199.0,2024-11-25,2024-11-28,2024-11-27,Pending,"Sridhar K S, #128, Bajirao Road, City Rural, Bangalore, KL, 568291"
463,209-7042018-2382945,TBA726798619624,keyocean,3,28.97,2024-11-25,2024-11-28,2024-11-25,Cancelled,"George J, #874, Bajirao Road, City Urban, Bangalore, TN, 671771"
464,475-3474919-4975621,A783369051699,salomon,10,102.46,2024-11-25,2024-11-27,2024-12-03,Shipped,"Sridhar K S, #573, Laad Bazaar, City Urban, Thiruvananthapuram, AP, 125300"
465,860-6868211-5544990,TBA719403912480,elyken,7,56.99,2024-11-25,2024-11-25,2024-11-26,Out for Delivery,"Anshul A, #830, Bidyut Marg, City Sub-urban, Bangalore, AP, 939343"
466,294-2038367-6617948,A465585966335,sparksettings,3,14.99,2024-11-25,2024-11-25,2024-11-30,Out for Delivery,"George J, #598, Bidyut Marg, City Sub-urban, Bangalore, TN, 196410"
467,120-6257863-7818865,AMZN526611325063,furnish my place,9,52.95,2024-11-25,2024-11-28,2024-11-29,Pending,"Radhabaran M, #559,  MG Road, City Sub-urban, Cuttack , OD, 891420"
468,277-3793304-3222871,AMZN140186666997,esrich,4,9.99,2024-11-25,2024-11-26,2024-11-30,Out for Delivery,"Sumanata B, #846,  MG Road, City Sub-urban, Hyderabad, KA, 499117"
469,198-2914351-2393096,A597451666085,pilot,6,16.79,2024-11-25,2024-11-25,2024-12-01,Shipped,"Sridhar K S, #534, Bajirao Road, City Rural, Hyderabad, AP, 332617"
470,363-4915158-2790236,AMZN311821044170,timovo,8,13.49,2024-11-25,2024-11-27,2024-12-02,Shipped,"Sumanata B, #496, S M Street, City Rural, NamakKal, TN, 198699"
471,688-8595477-2402572,A433379213123,toms,8,43.14,2024-11-25,2024-11-27,2024-12-02,Cancelled,"George J, #368, Bidyut Marg, City Urban, Cuttack , KL, 557743"
472,238-5437301-5926668,A131481234010,baingesk,9,6.99,2024-11-25,2024-11-27,2024-11-26,Delivered,"Sahana, #108, Laad Bazaar, City Urban, NamakKal, AP, 524490"
473,864-6298951-5246988,TBA125920904980,moose toys,4,17.31,2024-11-25,2024-11-27,2024-12-03,Delivered,"Sridhar K S, #783, Bajirao Road, City Sub-urban, NamakKal, TN, 960792"
474,818-1077006-5705422,AMZN841264306051,french toast uniforms childrens apparel,6,15.37,2024-11-25,2024-11-25,2024-11-27,Delivered,"Sridhar K S, #687, Laad Bazaar, City Rural, Bangalore, KL, 294335"
475,798-7273036-5409768,TBA690939605351,monroe,1,166.07,2024-11-25,2024-11-27,2024-11-30,Out for Delivery,"Sridhar K S, #988, Bajirao Road, City Sub-urban, Bangalore, KA, 766830"
476,305-6354158-9027464,A135446570416,imperial tool,5,11.27,2024-11-25,2024-11-26,2024-12-05,Cancelled,"Pallabi P, #415, Laad Bazaar, City Rural, Thiruvananthapuram, TN, 691837"
477,940-6350762-3936275,A110186358873,arctix,9,17.17,2024-11-25,2024-11-26,2024-12-02,Cancelled,"Radhabaran M, #721, S M Street, City Rural, Thiruvananthapuram, KL, 165749"
478,234-8656295-1420351,A269217450578,eyiw,8,20.98,2024-11-25,2024-11-27,2024-12-03,Pending,"Sahana, #731, Laad Bazaar, City Urban, Bangalore, TN, 442326"
479,808-4985248-5762152,A846883726278,gloria vanderbilt,3,13.9,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"Shantanu D, #674, S M Street, City Sub-urban, Hyderabad, OD, 334276"
480,700-2109569-6863778,A439097025846,simple deluxe,3,77.99,2024-11-25,2024-11-28,2024-12-01,Cancelled,"Anshul A, #491, Bidyut Marg, City Sub-urban, Cuttack , AP, 991319"
481,867-1291515-4283276,A851186763618,blackstone,9,149.66,2024-11-25,2024-11-26,2024-11-28,Cancelled,"George J, #34, S M Street, City Urban, NamakKal, AP, 479488"
482,585-2005404-3144112,A237539210558,seavees,5,47.21,2024-11-25,2024-11-25,2024-11-29,Pending,"Radhabaran M, #462, S M Street, City Urban, Hyderabad, KA, 378404"
483,679-5513259-6361979,TBA421515723928,tomoro,7,25.99,2024-11-25,2024-11-25,2024-11-26,Out for Delivery,"Nikhil G, #689, Laad Bazaar, City Sub-urban, Hyderabad, AP, 468329"
484,479-3788911-7107478,AMZN942619187274,propet,8,64.9,2024-11-25,2024-11-28,2024-11-30,Out for Delivery,"Sahana, #801, Bidyut Marg, City Rural, Hyderabad, OD, 184903"
485,423-4195213-6703069,AMZN857874138652,easy spirit,5,58.12,2024-11-25,2024-11-28,2024-12-02,Delivered,"Sumanata B, #124, Bidyut Marg, City Sub-urban, Cuttack , KL, 866623"
486,621-4629934-9892049,TBA967979032885,kipling,3,84.0,2024-11-25,2024-11-26,2024-11-26,Cancelled,"Shantanu D, #213,  MG Road, City Urban, NamakKal, TN, 422313"
487,781-1163821-9197382,TBA188658727964,daniel green,9,24.67,2024-11-25,2024-11-28,2024-12-03,Shipped,"Sumanata B, #499, S M Street, City Sub-urban, Hyderabad, TN, 126202"
488,505-8317299-2201929,AMZN596789058679,coleman,10,23.23,2024-11-25,2024-11-27,2024-11-29,Cancelled,"Pallabi P, #763, S M Street, City Sub-urban, Cuttack , KA, 906884"
489,249-5188710-7690770,AMZN893330572940,fzcylxj,9,9.99,2024-11-25,2024-11-28,2024-12-04,Pending,"Nikhil G, #540, Laad Bazaar, City Urban, Cuttack , TN, 105129"
490,880-8489482-2720480,AMZN223468585933,imikeya,5,14.99,2024-11-25,2024-11-25,2024-11-30,Delivered,"George J, #802, Bajirao Road, City Rural, Thiruvananthapuram, OD, 555353"
491,388-1439795-5606022,TBA339985425192,spwomygd,9,24.99,2024-11-25,2024-11-25,2024-11-27,Pending,"Shantanu D, #427,  MG Road, City Urban, Thiruvananthapuram, AP, 847375"
492,477-4860762-9983991,TBA621049999180,cloudvalley,3,15.99,2024-11-25,2024-11-25,2024-12-04,Pending,"Nikhil G, #816, S M Street, City Sub-urban, NamakKal, KA, 488341"
493,238-8161067-4353010,A149744911580,nicetown,5,26.39,2024-11-25,2024-11-28,2024-12-03,Shipped,"George J, #710,  MG Road, City Rural, NamakKal, KL, 839521"
494,755-6956259-3379003,AMZN159113057091,frieling,9,89.95,2024-11-25,2024-11-26,2024-12-02,Out for Delivery,"Pallabi P, #602, Laad Bazaar, City Rural, Thiruvananthapuram, AP, 463826"
495,945-7160064-9088644,TBA172328297686,volkano,10,34.99,2024-11-25,2024-11-28,2024-11-26,Delivered,"Nikhil G, #851, Bidyut Marg, City Rural, Cuttack , TN, 619109"
496,808-3287513-3612642,AMZN882291271531,bendon,3,9.95,2024-11-25,2024-11-27,2024-11-26,Cancelled,"Radhabaran M, #264, S M Street, City Rural, Thiruvananthapuram, OD, 530681"
497,476-7847445-8157381,TBA905352541202,bdk,6,37.99,2024-11-25,2024-11-28,2024-11-28,Cancelled,"Anshul A, #533, Laad Bazaar, City Urban, Thiruvananthapuram, TN, 277687"
498,480-2545262-7429444,TBA363869051134,wochel,2,15.99,2024-11-25,2024-11-26,2024-11-25,Pending,"Radhabaran M, #532, Bajirao Road, City Urban, NamakKal, AP, 945572"
499,451-6900616-5295546,TBA289003289317,blowfish,7,13.98,2024-11-25,2024-11-26,2024-12-03,Out for Delivery,"Sumanata B, #36, Laad Bazaar, City Rural, Thiruvananthapuram, OD, 887970"
500,837-8725018-8307824,AMZN495977138219,piececircle,5,15.99,2024-11-25,2024-11-26,2024-12-03,Delivered,"George J, #613, Laad Bazaar, City Urban, Bangalore, KL, 325911"
501,677-9064402-6319948,A902461497907,crosssell,7,11.99,2024-11-25,2024-11-25,2024-12-02,Delivered,"Sumanata B, #309, S M Street, City Rural, Hyderabad, KA, 771802"
502,912-2613424-3179825,A438059378015,freestyle step,2,102.99,2024-11-25,2024-11-25,2024-12-03,Out for Delivery,"George J, #55,  MG Road, City Urban, Cuttack , AP, 407028"
503,356-7937783-7671448,TBA514480099643,wusoda,2,17.99,2024-11-25,2024-11-25,2024-11-27,Delivered,"Radhabaran M, #467, Laad Bazaar, City Sub-urban, NamakKal, KA, 402428"
504,249-7372225-1293228,A152038704457,aulzaju,3,11.99,2024-11-25,2024-11-25,2024-12-05,Shipped,"Shantanu D, #641, S M Street, City Sub-urban, Hyderabad, OD, 244489"
505,924-9235377-8058487,A733663692214,yorwhin,5,47.99,2024-11-25,2024-11-28,2024-11-26,Shipped,"Anshul A, #121, Bidyut Marg, City Urban, Bangalore, KL, 722611"
506,933-7630030-2660762,AMZN335918499383,marsram,10,80.99,2024-11-25,2024-11-27,2024-12-05,Cancelled,"Pallabi P, #402, Bajirao Road, City Rural, Thiruvananthapuram, OD, 846853"
507,512-3803557-1712145,A210909248765,letton,4,25.99,2024-11-25,2024-11-28,2024-11-28,Delivered,"Nikhil G, #472,  MG Road, City Urban, Hyderabad, OD, 952313"
508,404-4769080-7428102,TBA662995471310,amazon essentials,6,18.83,2024-11-25,2024-11-26,2024-12-01,Pending,"Sumanata B, #378,  MG Road, City Rural, Thiruvananthapuram, OD, 116404"
509,431-6451251-4822822,AMZN116229567680,skechers,1,45.0,2024-11-25,2024-11-28,2024-12-02,Out for Delivery,"Nikhil G, #889, Bidyut Marg, City Urban, Hyderabad, KA, 617362"
510,644-4351535-2339901,A271501845672,billabong,8,52.99,2024-11-25,2024-11-28,2024-11-29,Cancelled,"Anshul A, #732, Bajirao Road, City Sub-urban, Cuttack , AP, 885637"
511,854-7164330-7137352,A338091427147,lugz,2,74.95,2024-11-25,2024-11-28,2024-11-26,Pending,"Anshul A, #966,  MG Road, City Urban, Cuttack , KA, 572602"
512,238-7980888-4885292,AMZN516740416101,easy street,3,28.05,2024-11-25,2024-11-27,2024-11-25,Shipped,"Shantanu D, #133,  MG Road, City Urban, Cuttack , OD, 362910"
513,154-9697379-4583798,TBA920075481835,momyofdy,5,59.99,2024-11-25,2024-11-27,2024-11-26,Shipped,"Pallabi P, #755, Bidyut Marg, City Sub-urban, Thiruvananthapuram, KA, 247476"
514,905-3011992-4484766,TBA657610100168,wearableu,9,259.99,2024-11-25,2024-11-26,2024-11-25,Pending,"Radhabaran M, #917, Bajirao Road, City Sub-urban, Bangalore, AP, 419929"
515,641-2222301-5215203,TBA569044157752,isoacoustics,3,44.99,2024-11-25,2024-11-27,2024-12-05,Shipped,"Sahana, #617, Bajirao Road, City Sub-urban, Cuttack , KA, 906960"
516,622-1662783-4274737,A586525855656,us art supply,4,17.99,2024-11-25,2024-11-27,2024-11-29,Pending,"Sahana, #303, Laad Bazaar, City Rural, NamakKal, AP, 208745"
517,190-3152852-8266075,A936970613612,asics,2,79.9,2024-11-25,2024-11-27,2024-12-04,Delivered,"Sridhar K S, #263, Bajirao Road, City Sub-urban, Bangalore, KL, 520706"
518,343-6219374-4385370,TBA348067505323,visdoll,3,8.99,2024-11-25,2024-11-26,2024-11-26,Cancelled,"Sumanata B, #24, Laad Bazaar, City Urban, Cuttack , KL, 773302"
519,924-7946190-3681806,A803131006344,shoreline marine,7,9.36,2024-11-25,2024-11-26,2024-11-27,Out for Delivery,"Nikhil G, #37, S M Street, City Sub-urban, Cuttack , KA, 842101"
520,937-2765345-2133279,TBA336954433273,naturalizer,2,109.95,2024-11-25,2024-11-26,2024-12-05,Shipped,"Pallabi P, #600, Bidyut Marg, City Rural, Bangalore, AP, 923048"
521,741-7344241-6096087,TBA167287439587,greenberry organics,8,299.0,2024-11-25,2024-11-28,2024-12-01,Pending,"George J, #511, Bidyut Marg, City Sub-urban, Bangalore, AP, 766996"
522,356-4836110-5962810,AMZN172306014583,lego,5,169.0,2024-11-25,2024-11-26,2024-11-26,Pending,"Shantanu D, #230, Bidyut Marg, City Urban, Thiruvananthapuram, KA, 329274"
523,580-3292312-2736344,AMZN345919752910,thule,7,359.95,2024-11-25,2024-11-25,2024-11-29,Shipped,"Sumanata B, #476,  MG Road, City Urban, Bangalore, AP, 474697"
524,408-3217703-6400142,AMZN743212823271,galashield,6,16.99,2024-11-25,2024-11-28,2024-11-28,Cancelled,"Sumanata B, #507, Laad Bazaar, City Urban, NamakKal, TN, 201353"
525,152-8573227-1195755,AMZN391329505737,sotiff,9,22.99,2024-11-25,2024-11-27,2024-11-27,Shipped,"Radhabaran M, #199, Laad Bazaar, City Rural, NamakKal, KL, 533417"
526,952-6265508-1005223,AMZN671169896650,slice,6,19.99,2024-11-25,2024-11-27,2024-11-25,Pending,"Shantanu D, #517, Bajirao Road, City Urban, Thiruvananthapuram, KA, 860120"
527,449-4750100-1483826,AMZN607413780471,acofect,2,5.49,2024-11-25,2024-11-27,2024-11-29,Cancelled,"Anshul A, #824, S M Street, City Urban, Thiruvananthapuram, AP, 716238"
528,291-8636743-4096266,A778191014535,dorman,7,7.92,2024-11-25,2024-11-25,2024-12-02,Cancelled,"Anshul A, #978, Bidyut Marg, City Rural, NamakKal, OD, 722429"
529,800-8581764-1327919,TBA467733972197,pilot,3,21.0,2024-11-25,2024-11-27,2024-11-27,Out for Delivery,"Anshul A, #779, Laad Bazaar, City Rural, Hyderabad, OD, 584490"
530,360-3715489-1537254,AMZN548174121378,wagner,9,30.97,2024-11-25,2024-11-26,2024-12-04,Pending,"Nikhil G, #751,  MG Road, City Rural, Hyderabad, TN, 596600"
531,428-3014578-1152081,AMZN843548872604,yoochee,9,28.99,2024-11-25,2024-11-27,2024-11-28,Cancelled,"Sridhar K S, #195, Bajirao Road, City Urban, Bangalore, OD, 922494"
532,810-5008805-6816902,TBA281043469221,xlear,2,10.55,2024-11-25,2024-11-28,2024-12-01,Pending,"Sahana, #724, Laad Bazaar, City Rural, Cuttack , TN, 158135"
533,836-7809507-2171097,AMZN341761467668,daniel smith,8,12.15,2024-11-25,2024-11-25,2024-11-27,Pending,"Anshul A, #654, S M Street, City Rural, Thiruvananthapuram, KL, 428883"
534,693-1519072-6467834,AMZN109309995063,amazon essentials,8,12.8,2024-11-25,2024-11-28,2024-12-03,Pending,"Sahana, #265, Bajirao Road, City Sub-urban, Thiruvananthapuram, AP, 708001"
535,474-6859608-5857390,A366182608051,bdk,1,35.79,2024-11-25,2024-11-25,2024-11-29,Delivered,"Anshul A, #435,  MG Road, City Rural, NamakKal, OD, 334385"
536,343-8153117-5320939,AMZN184826911429,power stop,1,614.97,2024-11-25,2024-11-26,2024-12-01,Pending,"Radhabaran M, #101, Bidyut Marg, City Urban, Cuttack , OD, 198781"
537,579-2414608-9705134,TBA584692099142,alex toys,8,28.5,2024-11-25,2024-11-25,2024-11-26,Cancelled,"Sridhar K S, #441, S M Street, City Urban, Thiruvananthapuram, KA, 893309"
538,232-7420136-4644001,TBA478090198423,maiwo,4,16.99,2024-11-25,2024-11-26,2024-12-04,Shipped,"Sahana, #484, Bidyut Marg, City Sub-urban, NamakKal, KL, 710094"
539,814-7361640-7410294,A505203365620,host defense,8,25.62,2024-11-25,2024-11-26,2024-12-05,Pending,"Sahana, #253,  MG Road, City Urban, Cuttack , KL, 216951"
540,162-7290951-9050742,AMZN275578232541,wztepeng,8,51.0,2024-11-25,2024-11-26,2024-11-30,Delivered,"Radhabaran M, #584, S M Street, City Sub-urban, Bangalore, KA, 846429"
541,713-7357416-8050490,A128157824043,sanjie,7,48.99,2024-11-25,2024-11-27,2024-12-05,Delivered,"Anshul A, #746, Bidyut Marg, City Rural, Thiruvananthapuram, TN, 907785"
542,837-1832165-7520209,A711354057896,ugg,4,51.38,2024-11-25,2024-11-26,2024-12-04,Pending,"Shantanu D, #779, Laad Bazaar, City Sub-urban, Bangalore, KA, 821680"
543,129-8949619-7192193,AMZN790950830550,anne klein,4,66.5,2024-11-25,2024-11-26,2024-11-28,Cancelled,"George J, #767,  MG Road, City Rural, Bangalore, KA, 196557"
544,767-6168843-3093275,TBA769104052261,lane linen,5,67.99,2024-11-25,2024-11-28,2024-12-04,Pending,"Shantanu D, #396,  MG Road, City Sub-urban, Cuttack , AP, 647467"
545,643-1880418-2876471,AMZN753177501573,dot records,3,10.99,2024-11-25,2024-11-25,2024-11-28,Delivered,"Sahana, #23, Bajirao Road, City Urban, Cuttack , KL, 389924"
546,842-6553281-1910009,TBA583196318125,amgsh,3,15.95,2024-11-25,2024-11-27,2024-11-29,Pending,"Shantanu D, #823, Bidyut Marg, City Rural, Bangalore, TN, 310913"
547,217-9634037-8050977,A283902452401,afi,9,97.99,2024-11-25,2024-11-25,2024-12-05,Shipped,"Shantanu D, #70, Bidyut Marg, City Sub-urban, Bangalore, KA, 445670"
548,591-3305676-2036596,TBA104274701050,disguise,1,22.8,2024-11-25,2024-11-26,2024-11-27,Cancelled,"George J, #138, Bajirao Road, City Urban, Bangalore, KA, 615460"
549,267-6448671-2235095,A954855293911,brindle,5,65.26,2024-11-25,2024-11-25,2024-12-03,Cancelled,"Sumanata B, #399, Bajirao Road, City Sub-urban, Thiruvananthapuram, TN, 663223"
550,777-2193216-8947152,AMZN771334154197,cgk unlimited,7,19.99,2024-11-25,2024-11-28,2024-12-02,Delivered,"Pallabi P, #674, Bajirao Road, City Rural, Hyderabad, TN, 884025"
551,177-1761957-7877311,A375153812232,modoker,6,69.99,2024-11-25,2024-11-27,2024-11-25,Pending,"Shantanu D, #326, S M Street, City Rural, NamakKal, TN, 537251"
552,314-9194668-9235500,AMZN777722023502,generic,10,20.99,2024-11-25,2024-11-26,2024-11-25,Out for Delivery,"Nikhil G, #607, Bajirao Road, City Rural, Thiruvananthapuram, TN, 703847"
553,677-8102674-7035393,A661794159031,powertec,10,15.9,2024-11-25,2024-11-26,2024-11-26,Out for Delivery,"Nikhil G, #830, Bajirao Road, City Urban, NamakKal, KA, 837266"
554,629-2274471-5724499,A255476096466,tsi supercool,9,7.33,2024-11-25,2024-11-25,2024-12-05,Delivered,"Shantanu D, #845, S M Street, City Urban, Bangalore, TN, 123977"
555,232-6845962-2565034,AMZN831913851914,epackagesupply,1,7.74,2024-11-25,2024-11-27,2024-11-30,Out for Delivery,"Nikhil G, #291, Laad Bazaar, City Urban, Bangalore, OD, 500126"
556,717-2721089-9987717,TBA356658629907,scubapro,8,39.99,2024-11-25,2024-11-28,2024-11-29,Pending,"Pallabi P, #370, S M Street, City Urban, Thiruvananthapuram, TN, 318464"
557,308-3677796-7290678,A440203476300,aqua,9,13.15,2024-11-25,2024-11-27,2024-11-25,Shipped,"Sridhar K S, #479,  MG Road, City Sub-urban, Thiruvananthapuram, TN, 186672"
558,914-8785828-3922574,AMZN636316735399,rawlings,6,54.95,2024-11-25,2024-11-27,2024-11-26,Pending,"Radhabaran M, #404, Laad Bazaar, City Sub-urban, NamakKal, TN, 660414"
559,220-8844619-2967875,AMZN507122403245,torro,2,56.99,2024-11-25,2024-11-25,2024-11-30,Pending,"Shantanu D, #142,  MG Road, City Urban, Thiruvananthapuram, OD, 947765"
560,543-7148924-9107150,AMZN411969885834,sloggers,6,34.99,2024-11-25,2024-11-25,2024-11-30,Delivered,"Shantanu D, #570,  MG Road, City Rural, Thiruvananthapuram, KL, 614777"
561,856-5637404-5928788,A264132420379,jot mark,2,5.67,2024-11-25,2024-11-26,2024-11-27,Cancelled,"Sahana, #904,  MG Road, City Rural, Bangalore, OD, 158441"
562,751-6491396-1573872,TBA235088771094,sperry,6,64.75,2024-11-25,2024-11-26,2024-12-02,Cancelled,"Radhabaran M, #197, Laad Bazaar, City Urban, NamakKal, TN, 194009"
563,215-4660438-8084578,AMZN466525579473,convenience concepts,2,43.35,2024-11-25,2024-11-26,2024-12-04,Out for Delivery,"Radhabaran M, #29, Laad Bazaar, City Rural, Hyderabad, KL, 920785"
564,234-4193937-4710827,A860846208687,mitovilla,5,13.99,2024-11-25,2024-11-25,2024-11-28,Cancelled,"Sridhar K S, #929, S M Street, City Urban, Hyderabad, TN, 900953"
565,998-7722580-8906247,TBA695851571673,timberland,4,94.99,2024-11-25,2024-11-27,2024-12-04,Shipped,"Sahana, #967, S M Street, City Sub-urban, Thiruvananthapuram, OD, 635245"
566,177-3895312-7050964,TBA836789277189,Unnamed Product,6,84.75,2024-11-25,2024-11-26,2024-11-29,Delivered,"George J, #754, Bidyut Marg, City Sub-urban, Cuttack , TN, 468192"
567,258-2196463-5899166,A532837812809,navitas organics,8,26.99,2024-11-25,2024-11-26,2024-12-02,Delivered,"Nikhil G, #80,  MG Road, City Sub-urban, Hyderabad, OD, 282152"
568,152-2316769-4551279,AMZN767646203205,softkiss,1,19.99,2024-11-25,2024-11-27,2024-11-30,Out for Delivery,"Shantanu D, #283, Bidyut Marg, City Sub-urban, Thiruvananthapuram, TN, 685484"
569,270-6812838-2755892,TBA120007183764,tuffiom,4,62.99,2024-11-25,2024-11-26,2024-11-27,Shipped,"Shantanu D, #868,  MG Road, City Urban, Cuttack , KL, 178062"
570,190-9135814-5459342,A463149132479,chemical guys,6,203.59,2024-11-25,2024-11-27,2024-12-03,Shipped,"Sahana, #805, S M Street, City Urban, Hyderabad, TN, 647829"
571,397-3413050-4693704,TBA517262349702,joy pebble,7,299.99,2024-11-25,2024-11-25,2024-11-26,Pending,"Sahana, #662,  MG Road, City Urban, Thiruvananthapuram, KA, 311170"
572,374-7643360-8953281,A745197266437,asics,6,79.9,2024-11-25,2024-11-27,2024-12-05,Cancelled,"George J, #593,  MG Road, City Urban, Bangalore, KA, 702489"
573,172-2915332-6707268,AMZN306224991001,glamorise,2,44.81,2024-11-25,2024-11-27,2024-12-01,Pending,"Sahana, #257, Laad Bazaar, City Urban, Thiruvananthapuram, OD, 717252"
574,114-5963350-5495303,TBA632277902456,skechers,7,52.35,2024-11-25,2024-11-25,2024-11-30,Out for Delivery,"Sahana, #686, Laad Bazaar, City Rural, Thiruvananthapuram, KL, 493254"
575,834-4521812-2364176,A996501546271,puma,9,54.95,2024-11-25,2024-11-25,2024-11-30,Delivered,"Pallabi P, #638, S M Street, City Urban, Bangalore, KA, 793136"
576,943-7037917-5293142,A606516411515,fly racing,9,19.5,2024-11-25,2024-11-25,2024-11-26,Cancelled,"Sridhar K S, #745, Bajirao Road, City Urban, Bangalore, OD, 343358"
577,258-1709819-4146761,A674759037512,btrpower,2,399.99,2024-11-25,2024-11-28,2024-12-03,Pending,"Anshul A, #776,  MG Road, City Rural, Bangalore, AP, 263441"
